	Unnamed: 0	def_count	id	l_pit	moments_x	moments_y	ratio	s_pit	wxh
375	375	62.0	152.jpg	0.0	296.0	186.0	0.555555555556	0.0	178605.0
434	434	67.0	556.jpg	0.0	335.0	185.0	0.536256323777	1.0	188574.0
1005	1005	67.0	661.jpg	0.0	334.0	173.0	0.506688963211	1.0	181194.0
1049	1049	61.0	1226.jpg	0.0	325.0	179.0	0.517826825127	2.0	179645.0
822	822	67.0	1300.jpg	0.0	334.0	168.0	0.486710963455	1.0	176386.0
925	925	67.0	1311.jpg	0.0	333.0	173.0	0.516722408027	2.0	184782.0
962	962	61.0	1420.jpg	0.0	334.0	175.0	0.512479201331	1.0	185108.0
1312	1312	63.0	1444.jpg	0.0	315.0	177.0	0.520066889632	2.0	185978.0
1207	1207	65.0	1474.jpg	0.0	302.0	184.0	0.525252525253	0.0	185328.0
508	508	71.0	1570.jpg	0.0	301.0	186.0	0.54295532646	1.0	183912.0
1529	1529	32.0	17.jpg	0.0	304.0	187.0	0.467473524962	1.0	204249.0
731	731	38.0	336.jpg	0.0	359.0	209.0	0.449481865285	2.0	267884.0
479	479	40.0	535.jpg	0.0	288.0	161.0	0.421052631579	0.0	165528.0
950	950	39.0	718.jpg	0.0	245.0	151.0	0.45101663586	1.0	132004.0
14	14	38.0	993.jpg	0.0	312.0	203.0	0.510233918129	1.0	238716.0
914	914	39.0	1136.jpg	0.0	274.0	144.0	0.386934673367	1.0	137907.0
895	895	44.0	1198.jpg	0.0	295.0	173.0	0.451816745656	1.0	181038.0
885	885	45.0	1265.jpg	0.0	345.0	188.0	0.405759162304	2.0	236840.0
628	628	29.0	1410.jpg	0.0	257.0	145.0	0.4114490161	1.0	128570.0
645	645	35.0	1443.jpg	0.0	275.0	158.0	0.42735042735	0.0	146250.0
